PA Code,NSC Code,NCES Code,AUN Code,ULCS Code,SRC School ID,School Name (ULCS),Publication Name,Publication Name Alpha List,Abbreviated Name,Year Opened,School Level,Admission Type,Current Grade Span Served,Grade Span at Scale,Phasing-In,Phasing-Out,Governance,Management Organization,School Reporting Category,Alternate Education Type,Major Intervention,Major Intervention Year,Community School Cohort,CTE Status,Title I Designation,Federal Accountability Designation,City Council District,GPS Location,Multiple Addresses,Street Address,City,State,Zip Code,Phone Number,Fax Number,Website,School Leader Name,Learning Network,Assistant Superintendent,FACE Liaison Name,FACE Liaison Email,FACE Liaison Phone Number,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12
7647,393231,420007400529,126513400,3336,W36,PHILA PERFORMING ARTS-BROAD ST,Philadelphia Performing Arts: A String Theory Charter School,Philadelphia Performing Arts Charter School,Philadelphia Performing Arts,2000,Elementary-Middle-High,Citywide With Criteria,00-12,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,2,"39.91777662, -75.17166577",1,2600 S BROAD ST,PHILADELPHIA,PA,19145,215-551-4000,,https://www.stringtheoryschools.org,ANGELA PULEIO,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
7639,,420007300515,126513380,3337,W37,GLOBAL LEADERSHIP ACADEMY,Global Leadership Academy Charter School,Global Leadership Academy Charter School,Global Leadership,2000,Elementary-Middle,Citywide,00-08,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,4,"39.97335953, -75.2154352",0,4601 W GIRARD AVE,PHILADELPHIA,PA,19131,215-477-6672,215-477-6674,https://glacharter.org/gawest,SHOSHANA TYLER,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7683,,420008700584,126513510,3341,W41,INDEPENDENCE CHARTER SCHOOL,Independence Charter School,Independence Charter School,Independence,2001,Elementary-Middle,Citywide,00-08,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,2,"39.94496682, -75.16855598",0,1600 LOMBARD ST,PHILADELPHIA,PA,19146,215-238-8000,215-545-2924,https://www.independencecharter.org,KRISTEN LONG,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8358,393537,420088607568,126514864,3353,W53,KIPP DUBOIS CHARTER SCHOOL,KIPP DuBois Charter School,KIPP DuBois Charter School,KIPP DuBois,2015,High,Citywide With Criteria,09-12,N/A,0,0,Charter,KIPP,Charter Schools,,N/A,N/A,,,0,,4,"39.98043019, -75.22085032",0,5070 PARKSIDE AVE,PHILADELPHIA,PA,19131,,,https://kippphiladelphia.org/our-schools/kipp-dubois-collegiate-academy,MELISSA POORMAN,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
7722,,420010500657,126510006,3357,W57,WEST PHILA ACHIEVEMENT,West Philadelphia Achievement Charter School,West Philadelphia Achievement Charter School,West Philadelphia Achievement,2002,Elementary,Citywide,00-05,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,4,"39.970667, -75.254111",0,6701 CALLOWHILL ST,PHILADELPHIA,PA,19151,215-476-6471,215-476-6481,https://www.wpaces.org,LATOYA JOHNSON,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,0,0,0,0,0,0,0
7737,393447,420010700678,126510009,3358,W58,PHILADELPHIA ELECTRICAL AND,Philadelphia Electrical and Technology Charter School,Philadelphia Electrical and Technology Charter School,PE&T,2002,High,Citywide,09-12,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,Programs,0,,5,"39.9566589, -75.1681729",0,1709 BENJAMIN FRANKLIN PKWY,PHILADELPHIA,PA,19103,267-514-1823,,https://www.petchs.org,ERIN DOUGHERTY,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
7684,,420008600585,126510008,3359,W59,RICHARD ALLEN PREP,Richard Allen Preparatory Charter School,Richard Allen Preparatory Charter School,"Allen, Richard",2001,Middle,Citywide,05-08,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,3,"39.92809187, -75.21926743",0,2601 S 58TH ST,PHILADELPHIA,PA,19143,215-878-5144,,https://www.rapcs.org,LAWRENCE JONES,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,0,0,0
7677,,420009200577,126510001,3360,W60,RUSSELL BYERS CHARTER SCHOOL,Russell Byers Charter School,Russell Byers Charter School,"Byers, Russell",2001,Elementary-Middle,Citywide,00-08,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,5,"39.95594922, -75.17155064",0,1911 ARCH ST,PHILADELPHIA,PA,19103,215-972-1700,,https://www.byerschool.org,KELLIE PORTER,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7678,393318,420008400578,126510002,3361,W61,MASTERY CHARTER-LENFEST CAMPUS,Mastery Charter School at Lenfest,Mastery Charter High School,Mastery Lenfest,2001,Middle-High,Citywide With Criteria,07-12,N/A,0,0,Charter,Mastery Schools,Charter Schools,,N/A,N/A,,,0,,1,"39.94950579, -75.14734776",0,35 S 4TH ST,PHILADELPHIA,PA,19106,215-922-1902,215-922-1903,https://masterycharter.org/secondary-schools/lenfest-campus,CHRISTOPHER ZIEMBA,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,0,1,1,1,1,1,1
7724,,420010600659,126510007,3362,W62,WISSAHICKON CHARTER SCHOOL,Wissahickon Charter School,Wissahickon Charter School,Wissahickon,2002,Elementary-Middle,Citywide With Criteria,00-08,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,4,"40.01537246, -75.17405347",1,4700 WISSAHICKON AVE,PHILADELPHIA,PA,19144,267-338-1020,,http://www.wissahickoncharter.org,KRISTI LITTELL,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7744,393570,420009300687,100510000,3364,W64,FIRST PHILADELPHIA CHARTER,First Philadelphia Preparatory Charter School,First Philadelphia Preparatory Charter School,First Philadelphia,2002,Elementary-Middle-High,Citywide With Criteria,00-12,N/A,0,0,Charter,American Paradigm,Charter Schools,,N/A,N/A,,,0,,7,"40.00719991, -75.08240619",1,4300 TACONY ST,PHILADELPHIA,PA,19124,215-743-3100,215-743-9877,https://www.ap-schools.org/First-Phila-Prep/,DR. MAX KLINK,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
7748,,420010400690,126510005,3365,W65,GREEN WOODS CHARTER SCHOOL,Green Woods Charter School,Green Woods Charter School,Green Woods,2002,Elementary-Middle,Citywide With Criteria,00-08,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,4,"40.04416378, -75.23385852",0,468 DOMINO LN,PHILADELPHIA,PA,19128,215-482-6337,215-482-9135,https://www.greenwoodscharter.org,DEBI DURSO,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7777,393359,420012300759,126510014,3366,W66,MARITIME ACADEMY CHARTER,Maritime Academy Charter School (MACHS),Maritime Academy Charter School,Maritime,2003,Elementary-Middle-High,Citywide,01-12,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,6,"40.007862, -75.068318",1,2275 BRIDGE ST,PHILADELPHIA,PA,19137,215-535-4555,215-387-7021,https://www.maritimecharter.org,LUCY FERIA,Charters,PENG CHAO,N/A,N/A,N/A,0,1,1,1,1,1,1,1,1,1,1,1,1
7750,,420010800692,126510010,3368,W68,BELMONT ELEMENTARY CHARTER,Belmont Charter School,Belmont Elementary Charter School,Belmont,2005,Elementary-Middle-High,Neighborhood,00-12,N/A,0,0,Charter,Belmont Charter Network,Charter Schools,,N/A,N/A,,,0,,3,"39.96696484, -75.20487093",1,4030 BROWN ST,PHILADELPHIA,PA,19104,215-823-8208,215-823-8209,https://www.belmontcharternetwork.org/bcs,KRISTEN NEWMUIS,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
7776,,420012200758,126510013,3370,W70,KIPP PHILADELPHIA CHARTER,KIPP Philadelphia Charter School,KIPP Philadelphia Charter School,KIPP Philadelphia,2003,Elementary-Middle,Citywide,00-08,N/A,0,0,Charter,KIPP,Charter Schools,,N/A,N/A,,,0,,5,"39.992038, -75.158039",1,3001 N 27TH ST,PHILADELPHIA,PA,19132,215-227-1728,,https://kippphiladelphia.org/our-schools/kipp-philadelphia-preparatory-academy,MARC MANNELLA,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7775,,420012100757,126510011,3372,W72,DISCOVERY CHARTER SCHOOL,Discovery Charter School,The Jacquelyn Y. Kelley Discovery Charter School,Discovery,2003,Elementary-Middle,Citywide,00-08,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,4,"39.97770823, -75.21350485",0,4700 PARKSIDE AVE,PHILADELPHIA,PA,19131,215-879-8182,215-879-9510,https://www.jykdiscoverycharterschool.com/,MARIA SNIPE,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7828,,420013000849,126510016,3378,W78,PHILADELPHIA MONTESSORI,Philadelphia Montessori Charter School,Philadelphia Montessori Charter School,Philadelphia Montessori,2004,Elementary,Citywide,00-06,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,2,"39.91656437, -75.24515327",0,2227 ISLAND RD,PHILADELPHIA,PA,19142,215-365-4011,,https://www.philadelphiamontessori.org,EARL SISSELL,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,0,0,0,0,0,0
7825,,420012900846,126510015,3379,W79,AD PRIMA CHARTER SCHOOL,Ad Prima Charter School,Ad Prima Charter School,Ad Prima,2004,Elementary-Middle,Citywide,00-08,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,4,"39.984296, -75.247860",1,1922 N 63RD ST,PHILADELPHIA,PA,19151,267-403-2672,610-660-8416,https://www.adprimacharterschools.org,NIYA BLACKWELL,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7909,393304,420014500944,126510022,3383,W83,MASTERY CHARTER-SHOEMAKER,Mastery Charter School at Shoemaker,Mastery Charter School - Shoemaker Campus,Mastery Shoemaker,2006,Middle-High,Citywide With Criteria,07-12,N/A,0,0,Charter,Mastery Schools,Charter Schools,,N/A,N/A,,,0,,3,"39.975799, -75.228437",0,5301 MEDIA ST,PHILADELPHIA,PA,19131,267-296-7111,267-296-7112,https://masterycharter.org/secondary-schools/shoemaker-campus,MEAGHANN LAWSON,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,0,1,1,1,1,1,1
7857,,420014100897,126510021,3384,W84,FOLK ARTS CULTURAL TREASURES,Folk Arts-Cultural Treasures Charter School,Folk Arts-Cultural Treasures Charter School (FACTS),FACTS,2005,Elementary-Middle,Citywide,00-08,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,1,"39.95885103, -75.15551365",0,1023 CALLOWHILL ST,PHILADELPHIA,PA,19123,215-569-2600,215-569-3985,https://www.factschool.org,ELYSSA YUEN,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7910,393396,420014400925,126510023,3385,W85,MASTERY CHARTER-THOMAS CAMPUS,Mastery Charter School at Thomas Campus,Mastery Charter School - Thomas Campus,Mastery Thomas,2005,Elementary-Middle-High,Citywide With Criteria,00-12,N/A,0,0,Charter,Mastery Schools,Charter Schools,,N/A,N/A,,,0,,2,"39.91454096, -75.16358831",1,927 JOHNSTON ST,PHILADELPHIA,PA,19148,267-236-0036,267-236-0030,https://masterycharter.org/elementary-schools/thomas,EMILY MYERS,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
7856,,420013900894,126510019,3386,W86,NORTHWOOD CHARTER SCHOOL,Northwood Academy Charter School,Northwood Academy Charter School,Northwood,2005,Elementary-Middle,Citywide With Criteria,00-08,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,7,"40.02015006, -75.09523811",0,4621 CASTOR AVE,PHILADELPHIA,PA,19124,215-289-5606,215-289-5464,https://www.northwoodcs.org,CINDY CAREY,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7981,393378,420076006107,185515523,3388,W88,BOYS LATIN OF PHILA CHARTER,Boys Latin of Philadelphia Charter School,Boys' Latin of Philadelphia Charter School,Boys Latin,2007,Middle-High,Citywide,06-12,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,3,"39.95172558, -75.23374851",1,5501 CEDAR AVE,PHILADELPHIA,PA,19143,215-387-5149,215-387-5159,https://www.boyslatin.org,EROS UTHMAN-OLUKOKUN,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,1,1,1,1
7979,,420076206103,182514568,3389,W89,KEYSTONE ACADEMY CHARTER,Keystone Academy Charter School,Keystone Academy Charter School,Keystone Academy,2007,Elementary-Middle,Citywide,00-08,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,6,"40.021916, -75.045089",0,4521 LONGSHORE AVE,PHILADELPHIA,PA,19135,215-332-2111,,http://www.keystoneacademycs.org,DR. KATHRYN MAKAR,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7960,,420075806112,108515107,3392,W92,SOUTHWEST LEADERSHIP ACADEMY,Southwest Leadership Academy Charter School,Southwest Leadership Academy Charter School,Southwest Leadership,2007,Elementary-Middle,Citywide With Criteria,00-08,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,2,"39.918099, -75.242600",0,7101 PASCHALL AVE,PHILADELPHIA,PA,19142,215-729-1939,,https://slacs-phila.org/,LEIGH PURNELL,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7961,393317,420076106025,151514721,3393,W93,MASTERY CHARTER @ PICKETT,Mastery Charter School at Pickett,Mastery Charter School - Pickett Campus,Mastery Pickett,2007,Middle-High,Citywide With Criteria,06-12,N/A,0,0,Charter,Mastery Schools,Charter Schools,,N/A,N/A,,,0,,8,"40.03187441, -75.18087124",0,5700 WAYNE AVE,PHILADELPHIA,PA,19144,215-866-9000,,https://masterycharter.org/secondary-schools/pickett-campus,MARGAUX MUNNELLY,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,1,1,1,1
7985,,420081006871,173515368,3394,W94,PAN AMERICAN ACADEMY CHARTER,Pan American Academy Charter School,Pan American Academy Charter School,Pan American,2008,Elementary-Middle,Citywide With Criteria,00-08,N/A,0,0,Charter,Congreso,Charter Schools,,N/A,N/A,,,0,,7,"39.99428061, -75.13614883",0,2830 N AMERICAN ST,PHILADELPHIA,PA,19133,215-425-1212,,https://www.panamcs.org/,YOLANDA COOPER,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8031,,420081306909,104510394,3395,W95,ANTONIA PANTOJA CHARTER SCHOOL,Antonia Pantoja Charter School,Antonia Pantoja Charter School,"Pantoja, Antonia",2008,Elementary-Middle,Citywide,00-08,N/A,0,0,Charter,ASPIRA,Charter Schools,,N/A,N/A,,,0,,7,"40.01300525, -75.13136564",0,4101 N AMERICAN ST,PHILADELPHIA,PA,19140,,,https://pantojacharter.org/,SANDRA GONZALEZ,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8083,393518,420081606948,114514135,3399,W99,SANKOFA FREEDOM ACADEMY,Sankofa Freedom Academy Charter School,Sankofa Freedom Academy Charter School,Sankofa,2009,Elementary-Middle-High,Citywide With Criteria,00-12,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,1,"39.987082, -75.128641",0,2501 KENSINGTON AVE,PHILADELPHIA,PA,19125,,,https://www.sfacs.us,MARIKA MEEKINS,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
8123,,420081706985,147513703,3403,X03,FRANKLIN TOWNE ELEMENTARY,Franklin Towne Charter Elementary School,Franklin Towne Charter Elementary School,Franklin Towne Elementary,2009,Elementary-Middle,Citywide With Criteria,00-08,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,6,"39.99551599, -75.07472434",0,4259 RICHMOND ST,PHILADELPHIA,PA,19137,,,https://es.franklintowne.org,EUGENIA KOO,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8126,393308,420082106962,192518422,3404,X04,TACONY ACADEMY CHARTER SCHOOL,Tacony Academy Charter School,Tacony Academy Charter School,Tacony Academy,2009,Elementary-Middle-High,Citywide With Criteria,00-12,N/A,0,0,Charter,American Paradigm,Charter Schools,,N/A,N/A,,,0,,10,"40.06684222, -75.06598353",1,1330 RHAWN ST,PHILADELPHIA,PA,19111,,,https://www.ap-schools.org/Tacony-Academy-Charter/,JESS HARRON,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
8153,,420082807351,126516457,3407,X07,MASTERY CHARTER @ HARRITY,Mastery Charter School at Harrity,Mastery Charter School At Harrity Elementary,Mastery Harrity,2010,Elementary-Middle,Neighborhood,00-08,N/A,0,0,Charter,Mastery Schools,Charter Schools,,Renaissance Charter,2010-2011,,,0,,3,"39.94852458, -75.23548525",0,5601 CHRISTIAN ST,PHILADELPHIA,PA,19143,215-471-2908,,https://masterycharter.org/elementary-schools/harrity,ROBERT MILLER,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8152,,420083107367,126519433,3408,X08,MASTERY CHARTER @ MANN,Mastery Charter School at Mann,Mastery Charter School Mann Elementary,Mastery Mann,2010,Elementary,Neighborhood,00-06,N/A,0,0,Charter,Mastery Schools,Charter Schools,,Renaissance Charter,2010-2011,,,0,,4,"39.98590147, -75.2313266",0,5376 W BERKS ST,PHILADELPHIA,PA,19131,215-581-5516,,https://masterycharter.org/elementary-schools/mann,JANET THOMPSON,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,0,0,0,0,0,0
8151,,420082907358,126517286,3409,X09,MASTERY CHARTER @ SMEDLEY,Mastery Charter School at Smedley,Mastery Charter School Smedley Elementary,Mastery Smedley,2010,Elementary,Neighborhood,00-06,N/A,0,0,Charter,Mastery Schools,Charter Schools,,Renaissance Charter,2010-2011,,,0,,7,"40.019786, -75.073892",0,1790 BRIDGE ST,PHILADELPHIA,PA,19124,215-537-2523,,https://masterycharter.org/elementary-schools/smedley,CAITLIN MURPHY,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,0,0,0,0,0,0
8145,,420083407357,168513758,3410,X10,UNIVERSAL CHARTER @ BLUFORD,Bluford Charter School,Universal Bluford Charter School,Bluford,2010,Elementary,Neighborhood,00-08,N/A,0,0,Charter,Universal Companies,Charter Schools,,Renaissance Charter,2010-2011,,,0,,4,"39.973739, -75.236020",0,5801 MEDIA ST,PHILADELPHIA,PA,19131,215-581-5502,,https://www.universalfamilyofschools.org/universal-bluford/,CRYSTAL GARY-NELSON,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8150,,420083007365,126518547,3412,X12,DOUGLASS MASTERY CHARTER,Mastery Charter School at Douglass,Frederick Douglass Mastery Charter School,Mastery Douglass,2010,Elementary-Middle,Neighborhood,00-08,N/A,0,0,Charter,Mastery Schools,Charter Schools,,Renaissance Charter,2010-2011,,,0,,5,"39.98461532, -75.16846267",0,2118 W NORRIS ST,PHILADELPHIA,PA,19121,215-684-5063,,https://masterycharter.org/elementary-schools/frederick-douglass,AKEERE SCOTT-MACK,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8208,,420084007400,126511748,3415,X15,MASTERY CHARTER @ CLYMER,Mastery Charter School at Clymer,Mastery Charter School At Clymer Elementary,Mastery Clymer,2011,Elementary,Neighborhood,00-06,N/A,0,0,Charter,Mastery Schools,Charter Schools,,Renaissance Charter,2011-2012,,,0,,5,"39.99565934, -75.15034419",0,1201 W RUSH ST,PHILADELPHIA,PA,19133,,,https://masterycharter.org/elementary-schools/clymer,HEATHER SCHEG,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,0,0,0,0,0,0
8207,A11531,420085107414,126513734,3416,X16,MASTERY CHARTER @ GRATZ HIGH,Mastery Charter School at Gratz,Mastery Charter School Simon Gratz Campus,Mastery Gratz,2011,Middle-High,Neighborhood,07-12,N/A,0,0,Charter,Mastery Schools,Charter Schools,,Renaissance Charter,2011-2012,,,0,,8,"40.01453965, -75.15660685",0,1798 W HUNTING PARK AVE,PHILADELPHIA,PA,19140,,,https://masterycharter.org/secondary-schools/gratz-prep-middle,LE'YONDO DUNN,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,0,1,1,1,1,1,1
8195,393253,420085607402,126519434,3417,X17,UNIVERSAL AUDENRIED CHARTER,Universal Charter School at Audenried,Universal Audenried Promise Neighborhood Partnership Charter School,Universal Audenried,2011,High,Neighborhood,09-12,N/A,0,0,Charter,Universal Companies,Charter Schools,,Renaissance Charter,2011-2012,,Comprehensive,0,,2,"39.933737, -75.198590",0,3301 TASKER ST,PHILADELPHIA,PA,19145,,,https://www.universalfamilyofschools.org/universal-audenried/,JOSH ANDERSON,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
8196,,420085507421,126513415,3418,X18,UNIVERSAL VARE CHARTER SCHOOL,Universal Charter School at Vare,Universal Vare Promise Neighborhood Partnership Charter School,Universal Vare,2011,Middle,Neighborhood,05-08,N/A,0,0,Charter,Universal Companies,Charter Schools,,Renaissance Charter,2011-2012,,,0,,2,"39.925837, -75.185707",0,2100 S 24TH ST,PHILADELPHIA,PA,19145,,,https://www.universalfamilyofschools.org/universal-vare/,KAREN HOWELL-TOOMER,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,0,0,0
8206,,420085007405,126519476,3419,X19,LINDLEY ACADEMY @ BIRNEY,Lindley Academy Charter at Birney,General David B. Birney Charter School,Lindely Birney,2011,Elementary-Middle,Neighborhood,00-08,N/A,0,0,Charter,American Paradigm,Charter Schools,,Renaissance Charter,2011-2012,,,0,,8,"40.02954904, -75.13883269",0,900 LINDLEY AVE,PHILADELPHIA,PA,19141,,,https://www.ap-schools.org/Lindley-Academy/,,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8259,,420086207474,126519644,3420,X20,MASTERY CHARTER @ CLEVELAND,Mastery Charter School at Cleveland,Mastery Charter School Cleveland Elementary,Mastery Cleveland,2012,Elementary-Middle,Neighborhood,00-08,N/A,0,0,Charter,Mastery Schools,Charter Schools,,Renaissance Charter,2012-2013,,,0,,8,"40.01027824, -75.15908455",0,3701 N 19TH ST,PHILADELPHIA,PA,19140,,,https://masterycharter.org/event/cleveland-back-school-night/,LETISHA LAWS,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8251,,420086607457,126517442,3421,X21,UNIVERSAL CREIGHTON CHARTER,Universal Charter School at Creighton,Universal Creighton Charter School,Universal Creighton,2012,Elementary-Middle,Neighborhood,00-08,N/A,0,0,Charter,Universal Companies,Charter Schools,,Renaissance Charter,2012-2013,,,0,,9,"40.03404277, -75.10586492",0,5401 TABOR AVE,PHILADELPHIA,PA,19120,,,https://www.universalfamilyofschools.org/universal-creighton/,WENDY BALDWIN,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8252,,420086307473,126515691,3422,X22,PHILADELPHIA CHARTER FOR ARTS,The Philadelphia Charter School for Arts and Sciences,The Philadelphia Charter School For The Arts & Sciences At H.R. Edmunds,Edmunds,2012,Elementary-Middle,Neighborhood,00-08,N/A,0,0,Charter,Universal Companies,Charter Schools,,Renaissance Charter,2012-2013,,,0,,7,"40.02423246, -75.08599631",0,1197 HAWORTH ST,PHILADELPHIA,PA,19124,215-537-2520,,https://www.stringtheoryschools.org/edmunds-campus/art-science-landing-page,JUDITH TAGGART,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8257,,420087007454,126519392,3423,X23,MEMPHIS ST. CHARTER @ JP JONES,Memphis Street Academy Charter School at J.P. Jones,Memphis Street Academy At J.P. Jones,Memphis Street,2012,Middle,Neighborhood,05-08,N/A,0,0,Charter,American Paradigm,Charter Schools,,Renaissance Charter,2012-2013,,,0,,1,"39.98588986, -75.11285949",0,2950 MEMPHIS ST,PHILADELPHIA,PA,19134,,,https://www.ap-schools.org/Memphis-Street-Academy/,AMANDA HENNIE,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,0,0,0
8287,,420087207491,126512674,3424,X24,UNIVERSAL ALCORN CHARTER,Universal Charter School at Alcorn,Universal Alcorn Charter School,Universal Alcorn,2013,Elementary-Middle,Neighborhood,00-08,N/A,0,0,Charter,Universal Companies,Charter Schools,,Renaissance Charter,2013-2014,,,0,,2,"39.935499, -75.197771",1,3200 DICKINSON ST,PHILADELPHIA,PA,19146,,,https://www.universalfamilyofschools.org/universal-alcorn/,AARON STARKE,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8288,,420087407515,126518795,3426,X26,MASTERY CHARTER @ PASTORIUS,Mastery Charter School at Pastorius,Mastery Charter School Pastorius Elementary,Mastery Pastorius,2013,Elementary-Middle,Neighborhood,00-08,N/A,0,0,Charter,Mastery Schools,Charter Schools,,Renaissance Charter,2013-2014,,,0,,8,"40.048208, -75.161424",0,5650 SPRAGUE ST,PHILADELPHIA,PA,19138,,,https://masterycharter.org/elementary-schools/pastorius-richardson,ERIC LANGSTON,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8365,,420088907599,126518118,3427,X27,MASTERY CHARTER @ WISTER,Mastery Charter School at Wister,John Wister Mastery Charter School,Mastery Wister,2016,Elementary,Neighborhood,00-05,N/A,0,0,Charter,Mastery Schools,Charter Schools,,Renaissance Charter,2016-2017,,,0,,8,"40.03288146, -75.16672063",0,67 E BRINGHURST ST,PHILADELPHIA,PA,19144,,,https://masterycharter.org/elementary-schools/john-wister,ASHLEY LANGSTON,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,0,0,0,0,0,0,0
8390,,420089207595,126518004,3428,X28,G.L.A. CHARTER @ HUEY,Global Leadership Academy at Huey,Global Leadership Academy Charter School Southwest At Huey,Global Leadership at Huey,2016,Elementary-Middle,Neighborhood,00-08,N/A,0,0,Charter,District Charter,Charter Schools,,Renaissance Charter,2016-2017,,,0,,3,"39.95332691, -75.22685833",0,5200 PINE ST,PHILADELPHIA,PA,19143,,,https://glacharter.org/southwest,TAMIKA EVANS,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
